C_ID,C_EquipmentSpend,C_ApparelSpend,C_FootwearSpend,C_Gender,C_Age,C_State,C_Area,C_DeviceType,C_ShoppingCart,C_EmailAd,C_ShoppingDuration,C_TimeOfShopping,C_Number_of_Orders,C_Reviews,C_OrderToDelivery,C_Payment,App_Discounts,App_Tenure,App_Referral
CXAUQ_1811,40,190,160,M,23,WA,Rural,Phone_iOS,Browser,Monthly,25,6:00 AM - 12:00 PM,4,3,4,eWallet,N,0,0
CXAUQ_2203,600,50,40,M,31,TAS,Rural,Tablet_iOS,App,Monthly,14,6:00 AM - 12:00 PM,5,2,4,eWallet,Y,21,0
CXAUQ_1183,1650,50,412,M,43,QLD,Urban,Tablet_Android,App,Monthly,1,12:00 AM - 6:00 AM,14,4,4,BNPL,Y,13,8
CXAUQ_102,40,50,323,F,36,VIC,Urban,Phone_iOS,Browser,Daily,5,12:00 PM - 6:00 PM,2,2,1,BNPL,N,0,0
CXAUQ_1679,900,65,198,F,36,TAS,Urban,Phone_iOS,App,Monthly,50,6:00 PM - 12:00 AM,4,1,4,eWallet,Y,30,0
CXAUQ_2464,40,50,452,F,53,ACT,Urban,Phone_iOS,App,Monthly,1,6:00 PM - 12:00 AM,5,1,3,eWallet,Y,16,0
CXAUQ_2274,1100,152,441,M,49,SA,Urban,Tablet_Android,Browser,Weekly,48,6:00 AM - 12:00 PM,8,5,4,BNPL,N,0,0
CXAUQ_2255,650,196,407,M,30,NSW,Rural,Tablet_Android,Browser,Daily,27,6:00 AM - 12:00 PM,5,2,4,BNPL,N,0,0
CXAUQ_1852,40,161,360,M,40,SA,Urban,Phone_iOS,Browser,Weekly,42,6:00 AM - 12:00 PM,5,3,1,BNPL,N,0,0
CXAUQ_1489,40,50,315,M,36,SA,Urban,Phone_iOS,Browser,Monthly,60,6:00 PM - 12:00 AM,4,2,1,BNPL,N,0,0
CXAUQ_1840,500,242,69,F,41,WA,Urban,Phone_iOS,Browser,Weekly,23,6:00 AM - 12:00 PM,2,2,4,eWallet,N,0,0
CXAUQ_305,1150,148,0,M,53,NSW,Rural,Tablet_Android,Browser,Daily,16,12:00 PM - 6:00 PM,11,5,4,BNPL,N,0,0
CXAUQ_1002,88,194,159,M,62,QLD,Rural,Tablet_iOS,Browser,Daily,49,12:00 AM - 6:00 AM,4,4,3,BNPL,N,0,0
CXAUQ_2244,40,277,255,M,23,NSW,Urban,Phone_iOS,Browser,Daily,20,6:00 AM - 12:00 PM,3,1,1,BNPL,N,0,0
CXAUQ_1189,850,193,481,M,42,WA,Urban,Tablet_Android,App,Weekly,10,12:00 AM - 6:00 AM,6,3,4,BNPL,Y,11,0
CXAUQ_1541,40,50,239,F,43,WA,Rural,Tablet_iOS,Browser,Monthly,49,6:00 PM - 12:00 AM,5,4,3,BNPL,N,0,0
CXAUQ_886,300,183,242,F,26,WA,Urban,Phone_iOS,Browser,Daily,34,12:00 AM - 6:00 AM,3,2,3,eWallet,N,0,0
CXAUQ_569,1350,262,0,M,54,TAS,Urban,Phone_iOS,Browser,Weekly,29,12:00 PM - 6:00 PM,5,5,4,BNPL,N,0,0
CXAUQ_84,40,230,465,M,51,VIC,Rural,Phone_iOS,App,Daily,42,12:00 PM - 6:00 PM,2,4,4,eWallet,Y,7,3
CXAUQ_1095,40,122,82,M,33,NSW,Rural,Phone_Android,Browser,Daily,33,12:00 AM - 6:00 AM,2,2,4,eWallet,N,0,0
CXAUQ_2129,40,232,40,M,24,NSW,Rural,Phone_iOS,Browser,Daily,55,6:00 AM - 12:00 PM,6,3,4,eWallet,N,0,0
CXAUQ_1276,40,50,314,M,45,VIC,Urban,Phone_iOS,App,Daily,12,6:00 PM - 12:00 AM,1,4,2,BNPL,Y,23,0
CXAUQ_440,300,60,0,F,31,NSW,Urban,Tablet_iOS,App,Daily,46,12:00 PM - 6:00 PM,5,1,3,Card,Y,11,0
CXAUQ_2509,40,69,282,M,30,ACT,Urban,Phone_iOS,App,Weekly,11,6:00 PM - 12:00 AM,1,3,3,eWallet,Y,30,0
CXAUQ_2576,1500,50,306,F,49,ACT,Rural,Tablet_Android,App,Weekly,23,6:00 PM - 12:00 AM,13,5,4,BNPL,Y,29,3
CXAUQ_1409,250,107,189,M,37,NSW,Urban,Tablet_iOS,Browser,Daily,57,6:00 PM - 12:00 AM,5,1,3,eWallet,N,0,0
CXAUQ_329,40,116,0,F,22,NSW,Urban,Phone_iOS,App,Daily,53,12:00 PM - 6:00 PM,1,3,3,eWallet,Y,24,0
CXAUQ_1080,40,278,265,F,22,NSW,Urban,Phone_Android,App,Daily,6,12:00 AM - 6:00 AM,1,1,1,BNPL,Y,10,3
CXAUQ_1918,40,154,254,F,34,VIC,Rural,Phone_iOS,App,Daily,56,6:00 AM - 12:00 PM,5,1,3,BNPL,Y,3,0
CXAUQ_1047,45,41,269,M,62,VIC,Rural,Tablet_iOS,Browser,Daily,27,12:00 AM - 6:00 AM,3,2,2,BNPL,N,0,0
CXAUQ_363,1350,228,0,M,51,QLD,Urban,Phone_Android,Browser,Weekly,45,12:00 PM - 6:00 PM,12,5,4,BNPL,N,0,0
CXAUQ_260,40,118,217,M,22,QLD,Urban,Phone_iOS,App,Weekly,36,12:00 PM - 6:00 PM,1,3,3,eWallet,Y,15,0
CXAUQ_228,40,209,180,F,26,NSW,Urban,Phone_iOS,Browser,Monthly,60,12:00 PM - 6:00 PM,4,0,3,eWallet,N,0,0
CXAUQ_1991,900,215,154,M,48,TAS,Urban,Tablet_Android,App,Weekly,32,6:00 AM - 12:00 PM,11,5,4,eWallet,Y,14,0
CXAUQ_1162,40,66,265,M,57,NSW,Urban,Phone_Android,Browser,Daily,18,12:00 AM - 6:00 AM,1,4,2,BNPL,N,0,0
CXAUQ_2439,450,129,218,F,37,TAS,Urban,Phone_Android,Browser,Weekly,10,6:00 AM - 12:00 PM,1,3,4,Card,N,0,0
CXAUQ_361,40,50,0,M,31,ACT,Urban,Tablet_iOS,App,Monthly,54,12:00 PM - 6:00 PM,2,1,3,eWallet,Y,8,4
CXAUQ_2617,650,291,45,M,50,SA,Rural,Phone_Android,App,Weekly,3,6:00 PM - 12:00 AM,7,5,4,BNPL,Y,20,0
CXAUQ_141,1700,230,209,F,54,NSW,Urban,Tablet_Android,Browser,Weekly,58,12:00 PM - 6:00 PM,4,5,4,BNPL,N,0,0
CXAUQ_1454,450,228,49,M,45,NSW,Urban,Tablet_iOS,Browser,Daily,55,6:00 PM - 12:00 AM,1,1,4,eWallet,N,0,0
CXAUQ_500,850,231,0,F,41,ACT,Urban,Phone_iOS,Browser,Monthly,2,12:00 PM - 6:00 PM,9,4,4,BNPL,N,0,0
CXAUQ_2835,1000,245,146,M,60,NSW,Rural,Tablet_Android,Browser,Daily,18,6:00 PM - 12:00 AM,2,3,4,BNPL,N,0,0
CXAUQ_108,40,190,477,F,33,NSW,Urban,Phone_iOS,App,Daily,5,12:00 PM - 6:00 PM,3,1,1,BNPL,Y,4,0
CXAUQ_1870,40,89,395,M,56,VIC,Urban,Tablet_iOS,Browser,Daily,10,6:00 AM - 12:00 PM,2,4,2,BNPL,N,0,0
CXAUQ_1055,40,50,150,F,22,VIC,Urban,Tablet_iOS,Browser,Weekly,9,12:00 AM - 6:00 AM,1,2,3,eWallet,N,0,0
CXAUQ_313,40,50,0,M,24,NSW,Rural,Phone_iOS,Browser,Daily,58,12:00 PM - 6:00 PM,1,1,4,eWallet,N,0,0
CXAUQ_1604,40,50,336,M,58,NSW,Urban,Phone_Android,Browser,Daily,46,6:00 PM - 12:00 AM,1,1,1,BNPL,N,0,0
CXAUQ_1389,40,233,470,M,24,NSW,Urban,Tablet_iOS,App,Daily,29,6:00 PM - 12:00 AM,5,2,2,BNPL,Y,8,0
CXAUQ_1323,40,50,57,F,25,VIC,Urban,Phone_iOS,Browser,Daily,2,6:00 PM - 12:00 AM,1,2,3,eWallet,N,0,0
CXAUQ_2035,40,140,104,F,21,WA,Urban,Phone_iOS,Browser,Weekly,54,6:00 AM - 12:00 PM,5,2,3,eWallet,N,0,0
CXAUQ_1975,600,289,453,F,41,VIC,Urban,Phone_iOS,Browser,Weekly,34,6:00 AM - 12:00 PM,4,1,4,BNPL,N,0,0
CXAUQ_644,650,50,325,F,33,TAS,Urban,Phone_iOS,App,Weekly,27,12:00 PM - 6:00 PM,4,4,4,BNPL,Y,9,0
CXAUQ_1662,800,195,248,M,60,SA,Urban,Phone_Android,Browser,Monthly,31,6:00 PM - 12:00 AM,12,4,4,BNPL,N,0,0
CXAUQ_1477,40,68,376,M,53,VIC,Rural,Tablet_iOS,Browser,Daily,5,6:00 PM - 12:00 AM,1,1,3,BNPL,N,0,0
CXAUQ_252,40,50,40,M,39,NSW,Rural,Tablet_iOS,Browser,Daily,2,12:00 PM - 6:00 PM,4,3,4,eWallet,N,0,0
CXAUQ_970,40,92,46,M,28,VIC,Urban,Tablet_iOS,App,Daily,14,12:00 AM - 6:00 AM,1,1,3,Card,Y,25,0
CXAUQ_761,40,50,40,M,48,NSW,Rural,Phone_Android,App,Daily,37,12:00 PM - 6:00 PM,1,4,4,eWallet,Y,19,7
CXAUQ_2163,950,152,273,M,47,SA,Urban,Phone_Android,App,Monthly,28,6:00 AM - 12:00 PM,12,5,4,BNPL,Y,12,0
CXAUQ_2600,950,229,46,M,57,NSW,Urban,Phone_Android,Browser,Daily,13,6:00 PM - 12:00 AM,3,5,4,BNPL,N,0,0
CXAUQ_1055,48,80,40,M,70,NSW,Rural,Tablet_iOS,Browser,Daily,44,12:00 AM - 6:00 AM,3,2,4,Card,N,0,0
CXAUQ_2502,40,293,402,F,27,NSW,Urban,Phone_iOS,App,Daily,4,6:00 PM - 12:00 AM,5,2,3,eWallet,Y,10,0
CXAUQ_90,40,224,112,M,26,VIC,Rural,Phone_iOS,Browser,Daily,41,12:00 PM - 6:00 PM,3,3,4,Card,N,0,0
CXAUQ_1878,40,104,226,M,48,NSW,Rural,Tablet_Android,Browser,Monthly,25,6:00 AM - 12:00 PM,2,5,2,BNPL,N,0,0
CXAUQ_1060,74,105,146,M,70,VIC,Rural,Tablet_Android,Browser,Monthly,57,12:00 PM - 6:00 PM,3,2,4,eWallet,N,0,0
CXAUQ_828,850,186,259,F,58,WA,Rural,Phone_iOS,Browser,Weekly,24,12:00 AM - 6:00 AM,3,3,4,BNPL,N,0,0
CXAUQ_1794,550,206,191,M,27,VIC,Urban,Tablet_iOS,Browser,Monthly,17,6:00 AM - 12:00 PM,2,4,4,eWallet,N,0,0
CXAUQ_1789,750,218,229,M,47,NSW,Urban,Tablet_Android,Browser,Daily,25,6:00 PM - 12:00 AM,11,4,4,BNPL,N,0,0
CXAUQ_977,40,136,268,F,45,TAS,Rural,Phone_iOS,App,Weekly,28,12:00 AM - 6:00 AM,4,2,3,BNPL,Y,21,0
CXAUQ_1516,700,140,263,F,40,NSW,Urban,Tablet_iOS,App,Weekly,41,6:00 PM - 12:00 AM,2,0,4,BNPL,Y,28,0
CXAUQ_1986,40,170,40,F,24,NSW,Rural,Phone_iOS,App,Daily,30,6:00 AM - 12:00 PM,4,3,4,eWallet,Y,22,0
CXAUQ_458,40,50,0,F,23,SA,Urban,Phone_iOS,Browser,Daily,7,12:00 PM - 6:00 PM,1,3,3,eWallet,N,0,0
CXAUQ_1561,1200,267,40,M,52,NSW,Rural,Phone_Android,Browser,Monthly,52,6:00 PM - 12:00 AM,2,5,4,eWallet,N,0,0
CXAUQ_1879,450,79,322,F,39,SA,Rural,Phone_iOS,Browser,Monthly,53,6:00 AM - 12:00 PM,2,3,4,BNPL,N,0,0
CXAUQ_1050,40,50,331,F,45,WA,Urban,Tablet_iOS,Browser,Monthly,46,12:00 AM - 6:00 AM,5,2,1,BNPL,N,0,0
CXAUQ_1528,40,234,332,M,24,QLD,Rural,Phone_iOS,App,Weekly,44,6:00 PM - 12:00 AM,2,1,2,BNPL,Y,26,0
CXAUQ_1412,40,109,420,M,24,NSW,Rural,Phone_iOS,App,Daily,45,6:00 PM - 12:00 AM,1,2,2,BNPL,Y,17,0
CXAUQ_166,40,111,278,M,31,NSW,Rural,Phone_iOS,App,Daily,16,12:00 PM - 6:00 PM,4,1,3,BNPL,Y,20,0
CXAUQ_1137,1200,196,40,M,42,NSW,Rural,Tablet_Android,App,Weekly,13,12:00 AM - 6:00 AM,1,3,4,eWallet,Y,3,0
CXAUQ_2087,40,69,40,M,52,ACT,Rural,Phone_iOS,Browser,Daily,8,6:00 AM - 12:00 PM,1,1,4,eWallet,N,0,0
CXAUQ_279,40,165,120,F,21,WA,Urban,Tablet_iOS,App,Daily,44,12:00 PM - 6:00 PM,1,2,3,eWallet,Y,14,0
CXAUQ_2392,40,164,40,F,24,SA,Urban,Phone_iOS,App,Weekly,38,6:00 AM - 12:00 PM,3,3,3,eWallet,Y,11,0
CXAUQ_1613,1000,143,349,F,38,VIC,Urban,Tablet_Android,Browser,Monthly,45,6:00 PM - 12:00 AM,4,4,4,BNPL,N,0,0
CXAUQ_174,1000,195,320,M,57,NSW,Urban,Phone_Android,Browser,Daily,40,12:00 PM - 6:00 PM,14,4,4,BNPL,N,0,0
CXAUQ_1797,950,233,248,M,36,VIC,Urban,Tablet_Android,Browser,Daily,9,6:00 AM - 12:00 PM,4,3,4,BNPL,N,0,0
CXAUQ_2683,850,184,269,F,52,NSW,Urban,Tablet_Android,Browser,Monthly,54,6:00 PM - 12:00 AM,3,5,4,BNPL,N,0,0
CXAUQ_1941,40,162,287,F,46,VIC,Rural,Tablet_iOS,App,Daily,13,6:00 AM - 12:00 PM,6,4,3,BNPL,Y,24,0
CXAUQ_843,40,146,473,F,46,NT,Rural,Tablet_iOS,Browser,Weekly,35,12:00 AM - 6:00 AM,6,4,4,Card,N,0,0
CXAUQ_2318,40,233,492,M,21,NSW,Urban,Phone_iOS,App,Daily,46,6:00 AM - 12:00 PM,4,3,1,BNPL,Y,23,0
CXAUQ_1742,40,172,183,F,24,NSW,Rural,Phone_iOS,App,Daily,19,6:00 PM - 12:00 AM,6,1,4,eWallet,Y,28,0
CXAUQ_873,40,227,227,M,36,VIC,Rural,Phone_iOS,Browser,Weekly,38,12:00 AM - 6:00 AM,6,2,4,Card,N,0,0
CXAUQ_2225,250,187,301,F,26,NSW,Urban,Tablet_iOS,Browser,Daily,17,6:00 AM - 12:00 PM,3,2,2,BNPL,N,0,0
CXAUQ_2075,40,123,345,F,23,ACT,Urban,Phone_iOS,App,Weekly,23,6:00 AM - 12:00 PM,1,1,2,BNPL,Y,10,0
CXAUQ_1449,40,50,40,M,30,TAS,Rural,Tablet_iOS,App,Weekly,40,6:00 PM - 12:00 AM,1,2,4,eWallet,Y,13,0
CXAUQ_1871,40,60,468,F,60,VIC,Urban,Tablet_iOS,Browser,Daily,42,6:00 AM - 12:00 PM,5,3,1,BNPL,N,0,0
CXAUQ_2636,40,130,40,F,43,NSW,Urban,Tablet_iOS,Browser,Daily,47,6:00 PM - 12:00 AM,3,2,3,eWallet,N,0,0
CXAUQ_599,800,177,0,M,50,VIC,Urban,Tablet_Android,Browser,Monthly,4,12:00 PM - 6:00 PM,13,5,4,BNPL,N,0,0
CXAUQ_2572,500,158,211,M,34,NSW,Urban,Phone_iOS,App,Monthly,42,6:00 PM - 12:00 AM,4,3,4,Card,Y,9,0
CXAUQ_1396,500,152,106,M,44,QLD,Urban,Phone_iOS,App,Weekly,59,6:00 PM - 12:00 AM,5,1,4,eWallet,Y,16,0
CXAUQ_804,40,66,283,F,30,SA,Urban,Phone_iOS,Browser,Monthly,27,12:00 AM - 6:00 AM,5,3,3,eWallet,N,0,0
CXAUQ_1622,800,170,186,F,44,NSW,Urban,Phone_iOS,App,Daily,33,6:00 PM - 12:00 AM,14,5,4,eWallet,Y,25,0
CXAUQ_498,350,88,0,M,36,NSW,Rural,Tablet_iOS,Browser,Daily,23,12:00 PM - 6:00 PM,1,1,4,Card,N,0,0
CXAUQ_911,40,55,40,F,33,NSW,Rural,Phone_iOS,App,Daily,38,12:00 AM - 6:00 AM,1,3,3,BNPL,Y,27,0
CXAUQ_1218,40,97,343,M,35,VIC,Urban,Phone_Android,App,Daily,42,12:00 AM - 6:00 AM,1,4,2,BNPL,Y,13,0
CXAUQ_255,40,50,425,M,24,NSW,Urban,Tablet_iOS,App,Daily,38,12:00 PM - 6:00 PM,1,2,3,eWallet,Y,14,0
CXAUQ_624,40,84,42,M,43,TAS,Urban,Phone_Android,Browser,Weekly,49,12:00 PM - 6:00 PM,1,3,3,eWallet,N,0,0
CXAUQ_1443,40,50,295,M,41,NSW,Urban,Tablet_iOS,Browser,Daily,13,6:00 PM - 12:00 AM,1,1,1,BNPL,N,0,0
CXAUQ_1823,40,163,401,M,47,VIC,Urban,Tablet_Android,App,Monthly,25,6:00 AM - 12:00 PM,5,1,2,BNPL,Y,29,8
CXAUQ_1058,40,243,65,F,22,NSW,Urban,Tablet_iOS,App,Daily,49,12:00 AM - 6:00 AM,2,1,3,eWallet,Y,27,0
CXAUQ_514,1350,160,0,F,52,NSW,Urban,Tablet_Android,Browser,Daily,49,12:00 PM - 6:00 PM,5,4,4,BNPL,N,0,0
CXAUQ_126,40,118,264,F,21,VIC,Urban,Phone_iOS,Browser,Weekly,36,12:00 PM - 6:00 PM,1,2,1,BNPL,N,0,0
CXAUQ_2300,800,62,355,F,49,WA,Rural,Tablet_Android,Browser,Weekly,44,6:00 AM - 12:00 PM,3,3,4,BNPL,N,0,0
CXAUQ_2236,40,59,442,M,35,WA,Urban,Tablet_iOS,App,Monthly,11,6:00 AM - 12:00 PM,2,3,2,BNPL,Y,12,0
CXAUQ_1087,450,212,40,F,27,WA,Urban,Phone_Android,Browser,Monthly,18,12:00 AM - 6:00 AM,2,2,4,eWallet,N,0,0
CXAUQ_2194,40,214,40,M,21,NSW,Rural,Phone_iOS,Browser,Daily,47,6:00 AM - 12:00 PM,5,1,4,eWallet,N,0,0
CXAUQ_1826,550,225,40,M,57,VIC,Urban,Tablet_iOS,Browser,Daily,43,6:00 AM - 12:00 PM,10,2,4,eWallet,N,0,0
CXAUQ_2703,1100,50,195,M,42,NSW,Urban,Tablet_iOS,Browser,Daily,26,6:00 PM - 12:00 AM,8,5,4,BNPL,N,0,0
CXAUQ_2635,350,50,56,M,37,NSW,Urban,Phone_iOS,Browser,Daily,42,6:00 PM - 12:00 AM,4,2,3,Card,N,0,0
CXAUQ_118,40,116,266,M,20,TAS,Urban,Phone_iOS,Browser,Weekly,55,12:00 PM - 6:00 PM,1,3,2,BNPL,N,0,0
CXAUQ_930,40,81,291,M,39,ACT,Urban,Phone_iOS,Browser,Monthly,53,12:00 AM - 6:00 AM,2,2,1,BNPL,N,0,0
CXAUQ_1085,40,215,208,F,23,QLD,Urban,Tablet_Android,Browser,Weekly,54,12:00 AM - 6:00 AM,2,1,1,BNPL,N,0,0
CXAUQ_2098,1150,250,384,F,49,NSW,Urban,Phone_Android,Browser,Daily,40,6:00 AM - 12:00 PM,9,5,4,BNPL,N,0,0
CXAUQ_2588,550,128,470,F,41,NSW,Urban,Phone_iOS,App,Daily,4,6:00 PM - 12:00 AM,5,3,4,BNPL,Y,29,0
CXAUQ_2850,40,61,0,M,37,NT,Urban,Phone_iOS,Browser,Weekly,9,6:00 PM - 12:00 AM,4,4,3,eWallet,N,0,0
CXAUQ_1358,40,118,233,M,21,NSW,Rural,Phone_iOS,Browser,Daily,54,6:00 PM - 12:00 AM,1,1,2,BNPL,N,0,0
CXAUQ_802,550,81,333,M,59,SA,Urban,Tablet_Android,Browser,Weekly,27,12:00 AM - 6:00 AM,3,5,4,Card,N,0,0
CXAUQ_579,900,201,0,F,54,NSW,Urban,Tablet_Android,Browser,Weekly,21,12:00 PM - 6:00 PM,10,5,4,BNPL,N,0,0
CXAUQ_1027,450,266,292,M,37,WA,Urban,Tablet_iOS,Browser,Monthly,32,12:00 AM - 6:00 AM,4,1,4,BNPL,N,0,0
CXAUQ_2459,650,219,288,F,52,VIC,Rural,Tablet_Android,App,Monthly,36,6:00 PM - 12:00 AM,4,4,4,BNPL,Y,19,0
CXAUQ_45,300,116,0,M,24,VIC,Urban,Phone_iOS,App,Weekly,58,12:00 PM - 6:00 PM,1,3,3,Card,Y,28,0
CXAUQ_1191,550,50,368,M,29,NSW,Urban,Phone_iOS,App,Daily,9,12:00 AM - 6:00 AM,4,2,4,BNPL,Y,20,0
CXAUQ_1618,1600,228,359,F,59,NSW,Urban,Tablet_Android,App,Daily,31,6:00 PM - 12:00 AM,5,5,4,BNPL,Y,3,0
CXAUQ_1033,40,86,473,M,64,WA,Urban,Tablet_iOS,Browser,Daily,8,12:00 AM - 6:00 AM,2,1,3,eWallet,N,0,0
CXAUQ_1764,250,50,209,F,21,NSW,Rural,Phone_Android,App,Daily,7,6:00 PM - 12:00 AM,3,1,3,BNPL,Y,14,0
CXAUQ_448,650,158,0,F,51,VIC,Urban,Phone_iOS,App,Weekly,30,12:00 PM - 6:00 PM,7,3,4,BNPL,Y,15,0
CXAUQ_2779,800,50,300,M,37,VIC,Urban,Phone_iOS,Browser,Weekly,39,6:00 PM - 12:00 AM,1,2,4,BNPL,N,0,0
CXAUQ_1472,40,66,425,M,46,TAS,Rural,Tablet_iOS,App,Weekly,35,6:00 PM - 12:00 AM,1,1,2,BNPL,Y,30,8
CXAUQ_1350,450,118,284,F,31,QLD,Rural,Phone_iOS,Browser,Monthly,51,6:00 PM - 12:00 AM,2,3,4,BNPL,N,0,0
CXAUQ_2000,1750,101,343,M,54,WA,Urban,Tablet_Android,Browser,Weekly,36,6:00 AM - 12:00 PM,6,4,4,BNPL,N,0,0
CXAUQ_1777,800,111,385,M,31,NSW,Urban,Phone_iOS,Browser,Daily,30,6:00 PM - 12:00 AM,3,4,4,BNPL,N,0,0
CXAUQ_2022,40,213,279,F,38,NSW,Rural,Phone_iOS,Browser,Daily,25,6:00 AM - 12:00 PM,2,1,3,BNPL,N,0,0
CXAUQ_1179,1200,249,45,F,52,NSW,Urban,Tablet_Android,App,Daily,1,12:00 AM - 6:00 AM,19,5,4,eWallet,Y,29,0
CXAUQ_2213,40,50,473,F,24,SA,Urban,Tablet_iOS,Browser,Weekly,14,6:00 AM - 12:00 PM,1,2,2,BNPL,N,0,0
CXAUQ_1425,250,88,56,M,25,TAS,Urban,Tablet_iOS,Browser,Monthly,6,6:00 PM - 12:00 AM,5,4,3,eWallet,N,0,0
CXAUQ_197,1800,166,411,M,55,NSW,Rural,Phone_Android,Browser,Daily,47,12:00 PM - 6:00 PM,12,5,4,BNPL,N,0,0
CXAUQ_1391,900,212,302,M,52,NSW,Urban,Tablet_Android,Browser,Daily,23,6:00 PM - 12:00 AM,4,5,4,BNPL,N,0,0
CXAUQ_490,1150,114,0,F,56,WA,Urban,Tablet_Android,App,Monthly,56,12:00 PM - 6:00 PM,11,4,4,BNPL,Y,29,0
CXAUQ_2590,300,50,261,F,28,QLD,Rural,Phone_iOS,App,Daily,59,6:00 PM - 12:00 AM,3,3,4,Card,Y,10,6
CXAUQ_2842,800,185,0,F,59,VIC,Urban,Tablet_Android,App,Weekly,57,6:00 PM - 12:00 AM,1,4,4,BNPL,Y,4,8
CXAUQ_2698,1350,169,301,M,54,QLD,Rural,Phone_Android,Browser,Weekly,17,6:00 PM - 12:00 AM,9,5,4,BNPL,N,0,0
CXAUQ_1073,40,50,265,F,22,NSW,Urban,Tablet_Android,App,Daily,53,12:00 AM - 6:00 AM,1,1,2,BNPL,Y,24,0
CXAUQ_1632,40,222,250,F,35,NSW,Rural,Tablet_iOS,Browser,Monthly,41,6:00 PM - 12:00 AM,2,0,3,BNPL,N,0,0
CXAUQ_2769,1000,50,238,M,54,NSW,Urban,Tablet_Android,App,Daily,40,6:00 PM - 12:00 AM,9,4,4,BNPL,Y,20,6
CXAUQ_290,1300,203,0,M,60,ACT,Urban,Phone_Android,App,Weekly,45,12:00 PM - 6:00 PM,2,5,4,BNPL,Y,15,0
CXAUQ_1894,40,170,491,F,22,VIC,Urban,Phone_iOS,App,Daily,2,6:00 AM - 12:00 PM,5,3,2,BNPL,Y,5,0
CXAUQ_2015,40,50,84,F,43,TAS,Urban,Phone_iOS,App,Monthly,58,6:00 AM - 12:00 PM,6,2,3,eWallet,Y,5,0
CXAUQ_2803,40,293,489,M,25,NSW,Urban,Phone_iOS,Browser,Daily,41,6:00 PM - 12:00 AM,6,2,3,eWallet,N,0,0
CXAUQ_2788,40,50,483,M,25,VIC,Urban,Phone_iOS,Browser,Weekly,59,6:00 PM - 12:00 AM,1,2,3,eWallet,N,0,0
CXAUQ_1322,200,149,243,F,43,VIC,Urban,Phone_iOS,App,Daily,23,6:00 PM - 12:00 AM,1,1,1,BNPL,Y,6,0
CXAUQ_808,40,239,470,M,60,VIC,Rural,Tablet_iOS,Browser,Daily,24,12:00 AM - 6:00 AM,5,3,4,Card,N,0,0
CXAUQ_2416,1200,216,40,M,51,NSW,Rural,Tablet_Android,App,Daily,36,6:00 AM - 12:00 PM,5,5,4,eWallet,Y,7,0
CXAUQ_2556,40,99,105,F,39,NSW,Urban,Phone_iOS,App,Daily,57,6:00 PM - 12:00 AM,1,2,3,eWallet,Y,20,0
CXAUQ_1697,1000,212,305,M,60,QLD,Urban,Tablet_Android,Browser,Monthly,58,6:00 PM - 12:00 AM,3,4,4,BNPL,N,0,0
CXAUQ_2633,40,128,134,M,23,NT,Urban,Phone_iOS,Browser,Weekly,35,6:00 PM - 12:00 AM,3,3,3,eWallet,N,0,0
CXAUQ_1741,600,113,359,M,38,QLD,Urban,Phone_Android,Browser,Weekly,50,6:00 PM - 12:00 AM,6,4,4,BNPL,N,0,0
CXAUQ_2004,950,144,235,M,52,TAS,Urban,Tablet_Android,Browser,Monthly,13,6:00 AM - 12:00 PM,14,5,4,BNPL,N,0,0
CXAUQ_994,950,151,0,M,56,SA,Urban,Phone_Android,App,Monthly,36,12:00 AM - 6:00 AM,5,5,4,eWallet,Y,22,5
CXAUQ_1996,1000,125,483,M,57,NSW,Urban,Tablet_Android,Browser,Daily,55,6:00 AM - 12:00 PM,11,5,4,BNPL,N,0,0
CXAUQ_1303,750,269,355,F,52,VIC,Urban,Tablet_Android,Browser,Daily,9,6:00 PM - 12:00 AM,10,4,4,BNPL,N,0,0
CXAUQ_2519,800,50,73,M,41,QLD,Urban,Phone_iOS,App,Monthly,48,6:00 PM - 12:00 AM,10,3,4,BNPL,Y,21,3
CXAUQ_1184,40,50,321,M,39,WA,Urban,Phone_iOS,App,Weekly,45,12:00 AM - 6:00 AM,3,1,2,BNPL,Y,13,0
CXAUQ_2568,40,293,50,M,26,WA,Rural,Phone_iOS,App,Weekly,47,6:00 PM - 12:00 AM,5,3,4,eWallet,Y,13,0
CXAUQ_400,650,167,0,F,45,QLD,Urban,Tablet_iOS,App,Weekly,45,12:00 PM - 6:00 PM,6,3,4,BNPL,Y,22,0
CXAUQ_1439,40,179,305,F,30,QLD,Urban,Phone_iOS,Browser,Daily,21,6:00 PM - 12:00 AM,4,2,2,BNPL,N,0,0
CXAUQ_1458,40,118,423,F,34,QLD,Urban,Tablet_iOS,App,Weekly,26,6:00 PM - 12:00 AM,6,1,2,BNPL,Y,22,0
CXAUQ_764,40,219,360,F,34,VIC,Urban,Phone_Android,App,Weekly,31,12:00 PM - 6:00 PM,3,3,3,eWallet,Y,20,8
CXAUQ_16,450,50,293,F,30,SA,Urban,Phone_iOS,Browser,Weekly,12,12:00 PM - 6:00 PM,3,3,4,BNPL,N,0,0
CXAUQ_515,40,112,156,F,36,NT,Urban,Phone_iOS,Browser,Weekly,5,12:00 PM - 6:00 PM,6,2,3,eWallet,N,0,0
CXAUQ_1371,250,60,292,M,37,NSW,Urban,Tablet_iOS,App,Daily,58,6:00 PM - 12:00 AM,2,2,2,BNPL,Y,19,8
